Iter,q_0,q_1,q_2,q_3,q_4,q_5,err
246,1.59426,-1.90159,-0.295381,-0.26607,-0.403852,0.0517821,1.98504
247,1.56725,-1.9648,-0.220381,-0.36607,-0.337487,0.0464516,2.03938
248,1.49225,-1.8898,-0.145381,-0.383366,-0.286254,0.00765122,1.95643
249,1.41725,-1.9648,-0.166596,-0.360676,-0.246051,-0.0160444,2.0255
250,1.38523,-2.0398,-0.196351,-0.408109,-0.297025,0.0839556,2.12028
251,1.31023,-2.06677,-0.160064,-0.351701,-0.22053,0.014666,2.13017
252,1.35532,-2.14177,-0.184067,-0.313729,-0.259938,-0.0317387,2.19875
253,1.42317,-2.07034,-0.109067,-0.227946,-0.193533,-0.107823,2.10263
254,1.35764,-1.99534,-0.0340672,-0.19465,-0.0959629,-0.130551,2.0229
255,1.28264,-1.92733,0.0409328,-0.211436,-0.122165,-0.125828,1.96844
256,1.20764,-1.85233,0.0650993,-0.236803,-0.222165,-0.168535,1.92382
257,1.28264,-1.92733,-0.00990071,-0.288306,-0.196336,-0.241716,1.99445
258,1.31559,-1.9633,0.0258728,-0.367189,-0.0963355,-0.256279,2.03227
259,1.39059,-1.96038,0.100873,-0.334783,-0.0160419,-0.158467,2.00579
260,1.46559,-1.99577,0.154163,-0.391536,-0.00157662,-0.203529,2.05248
261,1.54059,-2.07077,0.229163,-0.368425,0.0717326,-0.275858,2.13506
262,1.61559,-2.01393,0.237241,-0.417331,0.0397009,-0.328161,2.09706
263,1.69059,-1.93893,0.281635,-0.400607,0.0470256,-0.343849,2.03324
264,1.76559,-1.86393,0.206635,-0.343348,0.147026,-0.358679,1.95526
265,1.72186,-1.78893,0.234109,-0.28627,0.0827262,-0.316197,1.8619
266,1.67577,-1.71393,0.164567,-0.355381,0.139798,-0.343926,1.79994
267,1.70259,-1.65633,0.239567,-0.315063,0.116544,-0.358621,1.74919
268,1.62759,-1.58133,0.176421,-0.313441,0.14295,-0.379721,1.67267
269,1.55259,-1.59836,0.188505,-0.25247,0.057588,-0.338063,1.66492
270,1.6204,-1.63976,0.263505,-0.233093,0.0537775,-0.429987,1.73287
271,1.5454,-1.71476,0.306049,-0.162628,0.0711878,-0.490367,1.81843
272,1.51281,-1.78976,0.381049,-0.211148,-0.00741505,-0.54036,1.92053
273,1.53313,-1.86476,0.306049,-0.233568,-0.00586655,-0.623755,2.00402
274,1.45813,-1.78976,0.301873,-0.322329,-0.0031092,-0.577551,1.93508
275,1.52606,-1.71476,0.340928,-0.411595,0.0968908,-0.582319,1.89118
276,1.51471,-1.63976,0.415928,-0.424049,0.0365767,-0.482319,1.81073
277,1.43971,-1.60176,0.340928,-0.491081,0.123675,-0.440018,1.77458
278,1.46602,-1.52676,0.412257,-0.448554,0.0629998,-0.340018,1.68307
279,1.398,-1.60176,0.487257,-0.505379,-0.027446,-0.379499,1.79808
280,1.43389,-1.52676,0.412257,-0.456271,-0.0443572,-0.389394,1.69749
281,1.50889,-1.56227,0.337257,-0.482057,-0.0508475,-0.435522,1.72711
282,1.55176,-1.53246,0.3,-0.570814,-0.142053,-0.389655,1.71366
283,1.62676,-1.56678,0.375,-0.670814,-0.156957,-0.427919,1.80452
284,1.55176,-1.64178,0.437397,-0.714352,-0.098863,-0.479198,1.90705
285,1.59293,-1.715,0.512397,-0.614352,-0.0529045,-0.452842,1.94668
286,1.55251,-1.64,0.587397,-0.534402,0.0470955,-0.396449,1.86546
287,1.62751,-1.565,0.571369,-0.569611,-0.0529045,-0.469891,1.82399
288,1.55659,-1.49233,0.496369,-0.469611,-0.14024,-0.369891,1.68839
289,1.63159,-1.56733,0.568015,-0.473244,-0.173032,-0.469891,1.80487
290,1.70659,-1.49233,0.554671,-0.568584,-0.187009,-0.501736,1.77852
291,1.63583,-1.41733,0.560631,-0.481617,-0.10879,-0.555435,1.69695
292,1.71083,-1.35795,0.594485,-0.48165,-0.190369,-0.53727,1.66551
293,1.72665,-1.4143,0.579604,-0.480261,-0.134679,-0.484593,1.68645
294,1.68456,-1.4893,0.654604,-0.540467,-0.0921593,-0.395767,1.76542
295,1.72926,-1.5643,0.729604,-0.635533,-0.0622044,-0.295767,1.87075
296,1.71491,-1.4893,0.654604,-0.613822,-0.0987679,-0.395767,1.79178
297,1.67834,-1.41903,0.588076,-0.684625,-0.0498621,-0.310708,1.71429
298,1.65267,-1.49403,0.513076,-0.595634,-0.132837,-0.221424,1.70984
299,1.65692,-1.56903,0.438076,-0.67209,-0.15284,-0.253635,1.78902
300,1.58192,-1.55048,0.363076,-0.609221,-0.112074,-0.225793,1.72355
301,1.53164,-1.47548,0.425183,-0.585482,-0.0120741,-0.28087,1.66768
302,1.55697,-1.44568,0.456564,-0.498001,0.0178117,-0.321165,1.62792
303,1.49576,-1.37068,0.517318,-0.548777,-0.00379643,-0.267462,1.58894
304,1.51008,-1.40108,0.442318,-0.474051,-0.0638506,-0.327119,1.58056
305,1.47078,-1.36647,0.470644,-0.411816,-0.139684,-0.321107,1.54627
306,1.53319,-1.29147,0.532536,-0.447706,-0.0774303,-0.402,1.52346
307,1.60819,-1.21647,0.607536,-0.547706,-0.0412694,-0.307691,1.49888
308,1.59622,-1.275,0.682536,-0.594406,-0.127151,-0.212643,1.5833
309,1.67122,-1.2,0.757536,-0.532286,-0.147283,-0.276147,1.55088
310,1.61467,-1.125,0.682536,-0.51223,-0.110848,-0.365745,1.4635
311,1.53967,-1.2,0.607536,-0.56878,-0.0196525,-0.265745,1.48479
312,1.61467,-1.24838,0.532536,-0.474681,-0.0143662,-0.365745,1.48434
313,1.64636,-1.17338,0.52338,-0.374681,-0.0410155,-0.270529,1.3681
314,1.72136,-1.09838,0.59838,-0.325359,-0.115289,-0.317792,1.34436
315,1.68352,-1.10393,0.57938,-0.308782,-0.0628803,-0.370754,1.34306
316,1.68653,-1.09454,0.65438,-0.242597,-0.103286,-0.470754,1.38952
317,1.67171,-1.0456,0.610893,-0.155265,-0.117746,-0.570754,1.35661
318,1.6095,-0.976335,0.535893,-0.230072,-0.205228,-0.579659,1.29343
319,1.6845,-1.05133,0.460895,-0.232885,-0.116546,-0.639319,1.34432
320,1.62997,-0.991093,0.385895,-0.288716,-0.178531,-0.716143,1.32769
321,1.56443,-1.06609,0.333059,-0.388716,-0.154878,-0.63151,1.3496
322,1.63943,-0.991093,0.299521,-0.454327,-0.254878,-0.53151,1.27694
323,1.63625,-0.961743,0.324411,-0.354327,-0.263231,-0.61189,1.26638
324,1.6695,-1.03674,0.351221,-0.447989,-0.285699,-0.54642,1.33747
325,1.63757,-1.11026,0.321892,-0.516259,-0.21082,-0.574844,1.40789
326,1.71257,-1.18526,0.305402,-0.525224,-0.265794,-0.508048,1.45699
327,1.63757,-1.21777,0.230402,-0.425224,-0.170256,-0.443267,1.39528
328,1.71257,-1.26663,0.265948,-0.427686,-0.203273,-0.382017,1.43713
329,1.64864,-1.25029,0.190948,-0.526162,-0.118078,-0.361519,1.42381
330,1.57364,-1.29207,0.265948,-0.605229,-0.0971185,-0.357218,1.49784
331,1.59103,-1.30831,0.340948,-0.536459,-0.197119,-0.342405,1.50739
332,1.64588,-1.2629,0.387595,-0.510419,-0.146053,-0.373919,1.47393
333,1.72088,-1.29397,0.312595,-0.461073,-0.246053,-0.296517,1.46821
334,1.76947,-1.21897,0.280779,-0.498728,-0.185805,-0.196539,1.38783
335,1.83762,-1.28034,0.205779,-0.444591,-0.2732,-0.225195,1.44077
336,1.80887,-1.20534,0.145107,-0.357186,-0.270069,-0.314191,1.35271
337,1.7383,-1.16242,0.220107,-0.418172,-0.360266,-0.262519,1.34212
338,1.67326,-1.1221,0.145107,-0.389464,-0.434878,-0.280656,1.30776
339,1.70893,-1.1971,0.0701069,-0.394105,-0.496135,-0.185972,1.3759
340,1.63437,-1.1221,0.145107,-0.316424,-0.49713,-0.119463,1.28287
341,1.70937,-1.1971,0.0701069,-0.38262,-0.455178,-0.118297,1.35083
342,1.63437,-1.1221,0.120426,-0.465403,-0.427114,-0.120551,1.30047
343,1.64843,-1.1971,0.162789,-0.565403,-0.457673,-0.212492,1.42824
344,1.67186,-1.16539,0.201505,-0.48527,-0.534027,-0.139724,1.39612
345,1.6095,-1.24039,0.131336,-0.500108,-0.489987,-0.140119,1.43775
346,1.56679,-1.31539,0.206336,-0.555295,-0.474232,-0.157022,1.52667
347,1.49179,-1.24039,0.192987,-0.572791,-0.54351,-0.141769,1.49186
348,1.47238,-1.18394,0.117987,-0.533842,-0.44351,-0.137318,1.38775
349,1.48418,-1.25894,0.192987,-0.581921,-0.4593,-0.237318,1.49519
350,1.55918,-1.33394,0.117987,-0.64556,-0.522477,-0.145263,1.58249
351,1.61666,-1.29294,0.0429869,-0.591027,-0.47265,-0.0911416,1.50222
352,1.60333,-1.35842,0.117987,-0.491027,-0.387972,-0.148181,1.50794
353,1.5514,-1.28342,0.0885297,-0.391027,-0.394448,-0.196196,1.41505
354,1.6264,-1.30957,0.16353,-0.322409,-0.369698,-0.162389,1.41838
355,1.69988,-1.23457,0.23853,-0.330198,-0.469698,-0.116546,1.39318
356,1.62488,-1.24796,0.254593,-0.255829,-0.369698,-0.0423611,1.35243
357,1.54988,-1.29021,0.179593,-0.275602,-0.381741,0.0314123,1.38564
358,1.53343,-1.36521,0.254593,-0.276053,-0.281741,-0.0685877,1.44579
359,1.56938,-1.44021,0.329593,-0.218276,-0.354217,-0.000296098,1.53491
360,1.64438,-1.36521,0.301657,-0.2254,-0.318574,-0.100157,1.45689
361,1.71938,-1.44021,0.350271,-0.238987,-0.261953,-0.0820736,1.53344
362,1.68823,-1.51521,0.339638,-0.160566,-0.361953,-0.0684199,1.60825
363,1.63032,-1.44021,0.264638,-0.151312,-0.461953,-0.155277,1.55183
364,1.56626,-1.3968,0.304881,-0.0841421,-0.403003,-0.135729,1.49396
365,1.64126,-1.3218,0.229881,-0.0963632,-0.3503,-0.125809,1.39742
366,1.71626,-1.37299,0.192075,-0.144617,-0.405925,-0.0510032,1.45995
367,1.79126,-1.31213,0.164689,-0.174845,-0.456763,-0.122105,1.43231
368,1.82736,-1.23713,0.208659,-0.274845,-0.556763,-0.0221054,1.42333
369,1.75741,-1.31213,0.133659,-0.232447,-0.589356,0.0778946,1.47709
370,1.73856,-1.23713,0.058659,-0.281287,-0.525497,0.16397,1.39435
371,1.66356,-1.17036,0.0923096,-0.309029,-0.425497,0.182538,1.30259
372,1.61847,-1.14555,0.122029,-0.388978,-0.512575,0.110561,1.32503
373,1.69347,-1.22055,0.12991,-0.330847,-0.550076,0.0410033,1.39119
374,1.76847,-1.14555,0.0649549,-0.366135,-0.56972,-0.0589967,1.34822
375,1.84347,-1.22055,0.109552,-0.466135,-0.549892,-0.0920254,1.4506
376,1.81928,-1.14555,0.113201,-0.513566,-0.554837,-0.153898,1.40788
377,1.84662,-1.07055,0.0399692,-0.509288,-0.629797,-0.165436,1.38099
378,1.867,-1.09899,0.0313721,-0.531141,-0.529797,-0.0654357,1.36513
379,1.79618,-1.02399,-0.0380454,-0.530366,-0.513347,-0.165436,1.29344
380,1.72118,-0.948993,-0.113045,-0.630366,-0.58819,-0.185708,1.30912
381,1.64618,-0.873993,-0.188045,-0.58597,-0.499407,-0.169472,1.19432
382,1.64011,-0.798993,-0.257599,-0.524186,-0.540304,-0.121164,1.13619
383,1.69348,-0.873993,-0.332599,-0.621632,-0.548471,-0.0662021,1.25744
384,1.70352,-0.798993,-0.257599,-0.668904,-0.596804,-0.0181665,1.23543
385,1.74032,-0.723993,-0.200405,-0.690979,-0.670242,-0.00229632,1.23278
386,1.66532,-0.791263,-0.125405,-0.76517,-0.598501,0.0184261,1.26285
387,1.74032,-0.855904,-0.0520516,-0.780046,-0.498501,0.0931917,1.27659
388,1.81532,-0.780904,0.0229484,-0.680046,-0.399816,0.0318069,1.1373
389,1.86542,-0.705904,0.00662333,-0.757387,-0.40293,-0.0681931,1.15143
390,1.80385,-0.719046,-0.00111069,-0.679272,-0.50293,-0.168193,1.14629
391,1.87885,-0.72993,-0.0290382,-0.579272,-0.60293,-0.147907,1.16168
392,1.80385,-0.80493,0.0459619,-0.496908,-0.689177,-0.144841,1.203
393,1.82197,-0.822526,0.120962,-0.596908,-0.706976,-0.0800844,1.27153
394,1.80962,-0.747529,0.195958,-0.696908,-0.69212,-0.00536049,1.27239
395,1.73462,-0.672529,0.270958,-0.765442,-0.651869,-0.0166725,1.25047
396,1.74605,-0.597529,0.247357,-0.773601,-0.557913,0.00807284,1.16565
397,1.82105,-0.584683,0.172357,-0.707606,-0.510054,-0.0295108,1.09358
398,1.77192,-0.600492,0.206375,-0.64791,-0.430531,-0.0483075,1.02524
399,1.80614,-0.525492,0.260461,-0.672239,-0.412635,0.0516925,1.01203
400,1.87263,-0.600492,0.185461,-0.641544,-0.326359,0.0454067,1.00312
401,1.79763,-0.525492,0.260461,-0.57625,-0.286327,-0.0274502,0.900131
402,1.87263,-0.450492,0.335461,-0.609348,-0.245525,-0.0426668,0.916509
403,1.8458,-0.416107,0.266253,-0.509348,-0.150034,-0.0510087,0.777308
404,1.7708,-0.35601,0.263403,-0.494767,-0.0709724,-0.115338,0.706582
405,1.6958,-0.284157,0.188403,-0.579139,-0.0492255,-0.155652,0.702793
406,1.75575,-0.344252,0.113403,-0.500929,-0.149226,-0.0640789,0.665493
407,1.75655,-0.31187,0.155914,-0.414357,-0.120419,-0.121151,0.59745
408,1.68155,-0.23687,0.0884752,-0.31891,-0.216836,-0.110989,0.487074
409,1.66125,-0.31187,0.163473,-0.255991,-0.24536,-0.148379,0.529072
410,1.5863,-0.35999,0.100019,-0.197584,-0.145372,-0.147945,0.471059
411,1.56911,-0.28499,0.175019,-0.199388,-0.175618,-0.189648,0.467351
412,1.56115,-0.35999,0.250019,-0.190416,-0.147353,-0.226878,0.549218
413,1.63559,-0.28627,0.319356,-0.289804,-0.0779444,-0.293534,0.603623
414,1.56059,-0.21127,0.244356,-0.293022,-0.0941889,-0.242042,0.507707
415,1.6264,-0.221328,0.270366,-0.264814,-0.00795578,-0.322087,0.546905
416,1.7014,-0.258047,0.212208,-0.244039,-0.036061,-0.264708,0.509512
417,1.68583,-0.333047,0.137208,-0.299314,0.0328101,-0.230224,0.535395
418,1.61083,-0.395228,0.212208,-0.252408,0.0754046,-0.235392,0.572403
419,1.61577,-0.470228,0.287208,-0.304128,0.11423,-0.135392,0.655362
420,1.68699,-0.395228,0.362208,-0.27557,0.13363,-0.0754536,0.632765
421,1.72769,-0.320228,0.287208,-0.192803,0.0358721,-0.168517,0.525839
422,1.68069,-0.284844,0.314508,-0.212839,-0.051583,-0.268517,0.55874
423,1.75569,-0.359844,0.289681,-0.189725,-0.0453528,-0.221927,0.578699
424,1.77827,-0.434844,0.282472,-0.15604,-0.0594267,-0.244257,0.632033
425,1.81469,-0.359844,0.207472,-0.143182,-0.0748295,-0.231217,0.558194
426,1.73969,-0.284844,0.248689,-0.147468,-0.102976,-0.234566,0.508803
427,1.72631,-0.359844,0.320957,-0.188645,-0.133955,-0.135462,0.573206
428,1.65656,-0.284844,0.395957,-0.20655,-0.0339555,-0.0981781,0.54656
429,1.58156,-0.227194,0.371056,-0.194994,-0.0360001,-0.0641338,0.482542
430,1.60281,-0.152194,0.296056,-0.24312,0.0305909,-0.0725679,0.420887
431,1.52781,-0.14604,0.371056,-0.282136,-0.0693698,0.0273677,0.496004
432,1.59769,-0.22104,0.296056,-0.268365,-0.0993717,0.047323,0.470494
433,1.60269,-0.14604,0.371056,-0.35962,-0.0686258,0.0695117,0.546713
434,1.67769,-0.175661,0.296056,-0.320521,0.016468,0.113925,0.4959
435,1.65867,-0.250661,0.370873,-0.349271,0.000508153,0.0593961,0.577597
436,1.72537,-0.175661,0.353027,-0.335619,-0.00689745,0.00645756,0.540468
437,1.80037,-0.177893,0.347489,-0.337609,0.0931026,0.0464291,0.574369
438,1.73196,-0.252893,0.422489,-0.30704,0.182546,0.114204,0.639582
439,1.71282,-0.327893,0.348683,-0.3309,0.175,0.0149431,0.624185
440,1.72801,-0.252893,0.273683,-0.31694,0.101202,0.0709259,0.528486
441,1.74576,-0.327893,0.348683,-0.300839,0.201202,0.029749,0.625762
442,1.67077,-0.2529,0.281698,-0.363001,0.101202,0.0420533,0.545058
443,1.6938,-0.20645,0.206698,-0.308368,0.148863,0.0206347,0.46707
444,1.7688,-0.28145,0.281698,-0.265929,0.156924,-0.00591318,0.541436
445,1.8201,-0.20645,0.206698,-0.347634,0.177474,-0.00213933,0.547585
446,1.77211,-0.28145,0.147419,-0.408427,0.0774736,-0.0136026,0.56078
447,1.69711,-0.35645,0.141095,-0.353483,0.0864152,0.0735144,0.5484
448,1.76921,-0.33532,0.0660954,-0.253483,-0.0135848,0.0593025,0.473423
449,1.69421,-0.41032,-0.00890463,-0.263239,0.058096,-0.0406975,0.507935
450,1.76921,-0.335718,0.014158,-0.163239,-0.041904,-0.0262021,0.425867
451,1.81573,-0.332254,-0.0136867,-0.108208,-0.141904,0.0208698,0.450393
452,1.8043,-0.401961,0.0613133,-0.12334,-0.170834,-0.00177802,0.51406
453,1.82206,-0.326961,-0.0136867,-0.158191,-0.136555,0.0770564,0.468862
454,1.74706,-0.401961,0.0322978,-0.258191,-0.166081,0.149271,0.556966
455,1.82206,-0.476961,0.096898,-0.248271,-0.259632,0.0492712,0.656877
456,1.89706,-0.435741,0.171898,-0.299609,-0.31264,0.00669676,0.716532
457,1.82206,-0.360741,0.208375,-0.272063,-0.32214,0.0974745,0.651137
458,1.89706,-0.435741,0.133375,-0.272292,-0.385456,0.122079,0.742783
459,1.82206,-0.505811,0.208375,-0.317886,-0.426337,0.143568,0.81598
460,1.74706,-0.5798,0.26092,-0.251005,-0.504707,0.243567,0.901317
461,1.71342,-0.6548,0.18592,-0.271487,-0.510104,0.210431,0.928365
462,1.64228,-0.5798,0.26092,-0.184167,-0.413644,0.252343,0.82344
463,1.57277,-0.6548,0.227369,-0.171501,-0.346355,0.219976,0.823546
464,1.5899,-0.66706,0.302369,-0.185453,-0.246355,0.216296,0.82379
465,1.6649,-0.734137,0.25141,-0.269694,-0.33704,0.175097,0.90995
466,1.73836,-0.809137,0.268079,-0.332575,-0.244107,0.111641,0.968145
467,1.74687,-0.884137,0.342885,-0.262321,-0.295541,0.139331,1.05159
468,1.74598,-0.907034,0.417885,-0.183631,-0.395541,0.08715,1.10716
469,1.69902,-0.924952,0.475135,-0.0888539,-0.326579,0.0328325,1.10153
470,1.62402,-0.849952,0.479863,-0.152558,-0.226579,-0.0287603,1.01536
471,1.54902,-0.859936,0.432377,-0.233718,-0.126951,-0.00834418,0.998862
472,1.56492,-0.79761,0.507377,-0.190283,-0.153613,-0.0822266,0.979905
473,1.63992,-0.87261,0.432377,-0.218756,-0.0556629,0.0177734,1.00222
474,1.71492,-0.94761,0.507377,-0.136613,-0.115665,0.117773,1.10548
475,1.78992,-0.87261,0.432377,-0.0862814,-0.0780942,0.122131,1.01236
476,1.71492,-0.797629,0.357388,-0.0669753,-0.0417252,0.0306953,0.889876
477,1.63992,-0.722629,0.42688,0.0330247,-0.0576108,0.0165561,0.844915
478,1.71492,-0.659725,0.50188,0.00638333,-0.0159128,-0.0238222,0.841875
479,1.68347,-0.584725,0.42688,0.0203249,-0.0419303,-0.00066912,0.734165
480,1.64451,-0.60729,0.50188,0.0655091,0.00780909,-0.0627735,0.7965
481,1.6278,-0.568017,0.57688,-0.00793296,0.0886745,0.00787513,0.816499
482,1.6117,-0.606712,0.65188,-0.0664936,0.0138755,-0.0378265,0.894854
483,1.55613,-0.53485,0.625684,-0.0195153,-0.0597105,-0.122394,0.834677
484,1.48113,-0.476074,0.700684,-0.113314,-0.0833266,-0.222394,0.891564
485,1.55613,-0.551074,0.774072,-0.13052,-0.0265381,-0.306484,1.00735
486,1.48113,-0.626074,0.849072,-0.0305205,0.0323938,-0.306411,1.10309
487,1.48049,-0.551074,0.810186,-0.00341826,-0.0240993,-0.301794,1.02952
488,1.55549,-0.626074,0.762238,0.0189791,0.0678301,-0.254918,1.02135
489,1.63049,-0.701074,0.75734,-0.0604926,0.160863,-0.241357,1.07537
490,1.70549,-0.626074,0.83234,-0.0850212,0.165512,-0.226234,1.09028
491,1.68475,-0.551076,0.757343,-0.0941188,0.258321,-0.205159,1.00395
492,1.71295,-0.499542,0.774787,-0.10863,0.251705,-0.165573,0.986213
493,1.63795,-0.424542,0.72089,-0.0627963,0.208592,-0.12543,0.876136
494,1.63694,-0.349542,0.649925,-0.0644469,0.129654,-0.102027,0.761793
495,1.56194,-0.274542,0.574925,-0.164447,0.201043,-0.0922533,0.694235
496,1.57687,-0.254001,0.499925,-0.0644469,0.186835,-0.096522,0.602375
497,1.62518,-0.329001,0.572805,-0.061391,0.259723,-0.0997233,0.721439
498,1.61156,-0.315952,0.497805,-0.161391,0.224183,-0.133934,0.665988
499,1.61899,-0.240952,0.422805,-0.0820426,0.324183,-0.0339343,0.593399
